product_id,title,description,brand,category
326,TARGET Official Darts Connect Scoring Tablet and Phone Holder,"Target Official Darts Connect Scoring Tablet and Phone Holder Made from polycarbonate, the durable Target Scoring Tablet Holder provides a simple and clean way of securely displaying your tablet or phone when playing darts, making keeping score of your game hands-free and convenient. The holder has an adjustable bracket that securely supports different device sizes and has been built with multiple mounting options. The tablet holder is designed to suit all types of players and leagues and is officially endorsed by DartConnect. Key Features Compatible with tablets or smartphones up to 14"" Strengthened base for added device security Multiple mounting options include: Permanently mounted to the wall Hung on to a single screw Secured over the top of a door frame or scoreboard WHAT'S IN THE BOX? 1 x Tablet and Phone Holder",,
327,Meloxicam Oral Suspension,,,
328,"6th Sense A-rig / Umbrella rig 6.5""","5 Wire, 8 Blade, Built in swivel",,
329,Sand Resistant Mat,"Say goodbye to unwanted sand in the car with this sand resistant mat! Made from ultra-lightweight parachute material, it's easy to carry and kid friendly - perfect for a beach day with the fam! Let's keep the sand where it belongs: on the beach, not in the car!",,
330,Kosmetikliege Elektrisch LusQmed Pedi Z603 3 Violett,"3 Motoren Elektrisch verstellbare Höhe (62 bis 92 cm) Trendelenburg-Position (12°) Elektrisch kippbare Rückenlehne (0° bis 80°) Beinstütze kann manuell geschwenkt (0° bis 90°) und gedreht werden PU-Lederpolsterung 1 Jahr Garantie Die LusQmed Pedi Z603 3 elektrische Kosmetikliege ist ein professioneller elektrische Kosmetikliege und verfügt über 3 Elektromotoren. Das LusQmed Pedi Z603 3 ist geeignet für Fußpflege, Schönheitsbehandlungen, Massagen, Tattoos und andere Behandlungen. Die Höhe des Sitzes ist elektrisch zwischen 62 und 92 cm verstellbar. Der Sitz und die Rückenlehne können elektrisch gekippt werden. Die LusQmed Pedi Z603 3 kann völlig flach gelegt werden und verfügt über eine verstellbare Kopfstütze mit Gesichtsausschnitt. Die Beinstützen können getrennt von der Rückenlehne in einer anderen Position fixiert werden. Das LusQmed Pedi Z603 3 verfügt zudem über eine elektrisch verstellbare Trendelenburg-Position (12º). Die PU-Lederbezüge des LusQmed Pedi Z603 3 sind pflegeleicht ",,
331,Hanson Tamarind Paste,,,
332,URINALE IN PLASTICA CON SACCHETTO,Pappagallo Dispositivo per lo raccolto delle urine. Realizzato in polipropilene ad alta densità. Scala graduata. Sanitizzabile a freddo. Confezionato singolarmente in sacchetto bianco coprente con maniglie. Formato Con e senza tappo da 1000 ml. 1 pezzo. Cod. 16840 / 16860,,
333,"BEING BON-200T Natural Convection Drying Oven, 7.5 Cu. ft., 211 Liters, 240V/60Hz","BEING BON-200T Natural Convection Drying Oven, 7.5 Cu. ft., 211 Liters, 240V/60Hz Manufacturer: BEING Instrument Model: BON-200T Condition: New. Ships from manufacturer/supplier in California. Estimated lead time: If in stock, typically ships in 2-5 business days. If out of stock, ships in 12 weeks. Contact us for updates. Warranty: 2 year manufacturer's warranty (Parts and Labor) Natural convection oven is the same as a gravity convection oven Performance and Features Temperature Range:Amb+10°C - 300°C . P.I.D temperature controller provides accurate and reliable temperature control. Natural convection heating allows the sample temperature to be uniform, suitable for sterilization, powder drying and high temperature storage. Extended Life Silicone Rubber Gasket provides excellent sealing and long service life, but is easily replaced when the time for replacement is needed. L series' (BON-115L) temperature range is from Amb+10℃ - 250 ℃. Convenience Inner chamber is made from corrosion-",,
334,Jim Dunlop 6551 System 65 Lemon Oil Fingerboard Conditioner Spray Bottle,Fretboard 65 Ultimate Lemon Oil and Formula 65 Polish are chosen by players and techs worldwide to keep their instruments in top shape.,,
335,"Micro-onde à hotte intégrée 30"" - JVM2610DMBB - GE - Boîte ouverte","Ajouter 30 secondes Oui Sécurité enfants Oui Capacité du four 1-1,6 pi.cu. Couleur Noir Technologie de cuisson Cuisson au micro-ondes Éclairage de la table de cuisson Oui Type de dégivrage Programmable Ventilateur d'extraction Oui Option de programme Pizza Style Hors de portée Minuteur Oui Type de contrôle Numérique garantie 1 an pièces et main d'œuvre ; Transporter dans Puissance de sortie (W) 1000 PCM 300 Capacité : 1,6 pied cube Fini : Noir L'ensemble comprend : Manuel de l'utilisateur, instruction pour l'installation, trousse d'installation Détails du produit : Type de commandes : commandes numériques Horloge Niveaux de puissance Alarme de fin de cuisson Type de décongélation : poids/temps/décongélation rapide 1 lb. Minutere (marche/arrêt) Lumière (allumée/éteinte) Verrouillage des commandes Mode éco Ventilateur d'évacuation : 2 vitesses - capacité 300 PCM Couleur du cabinet : Noir Couleur : noir Couleur de la porte : noire Poids approximatif à l'expédition : 62 lb. UPC: 0677321540",,
336,Wet Wipes for Pets Porrini Fresh Water 40 Units,"If you are looking for new market trending items, we present the Wet Wipes for Pets Porrini Fresh Water 40 Units ! Pet: Dog Cat Type: Wet Wipes for Pets Units: 40 Units Approx. dimensions: 30 x 20 cm General Product Safety Regulations information: PORRINI GROUP SRL Via Maestri del Lavoro 23/25 25014 - Castenedolo +390302791814 info@porrinigroup.com https://www.porrinigroup.com/",,
337,12x Nylon Cord Eyeglass Holder Sunglass Eyewear Glasses Neck String Strap SG.AU,"ITEM NAME:12x Nylon Cord Eyeglass Holder Sunglass Eyewear Glasses Neck String Strap SG.AU.12 x Eyeglass Cord. Keep eyewear securely in place without missing. Great for reading glasses, sunglasses and prescription glasses. Material: Nylon cord. Cord Length: Approx. Cord Thickness: Approx.",,
338,"Impact Socket: 1"" Drive, 4-3/4"" Socket, Hex Drive",Item #: 75585885 Brand: Williams Model #: JHW7-6152 Product Specifications Drive Size 1 Socket Size (Inch) 4-3/4 Number Of Points 6 Drive Style Hex Length Type Standard Material Steel Finish Black Oxide Insulated No Non-sparking No Style Square ASME Spec B107.2 ANSI Spec B107.2 Warranty Mfr's Limited Warranty Overall Length (mm) 146.00 UNSPSC Code 27111704 Country of Origin UNITED STATES,,
339,"NASTRO EXTRA POWER PERFECT TELATO SCATOLINA 19mm 2,75mt GIALLO","TESA Nastro telato di alta qualita per lavori manuali, riparazioni, fissaggio, imballaggio, rinforzo, etc. Alta elasticita e risultati che durano nel tempo. Resistente agli agenti atmosferici, adatto per le applicazioni in interni ed esterni, Anti strappo ma si taglia con le mani facilmente.",,
340,Personalised Happiness Whisky Stones,"This personalised Whisky Stones set makes a great gift for any whisky enthusiast. ""You can`t buy happiness but you can buy whisky"" so why would you want it watered down by Ice! These whisky stones are perfect to eliminate watered down whiskies! These whisky stones are great for cooling drinks down as they stay cooler for longer with better heat retention and can be used for any alcoholic tipple. Personalise this box with the following. Line 1 - (Role or Name) Up to 12 characters (Fixed UPPERCASE) PLEASE NOTE: ""You can`t buy happiness, but you can buy whisky"" is fixed text and cannot be changed. Neatly presented in a wooden clasp locked box. Suitable for Freezing. Hand wash the stones after use Rounded edges to avoid glass scratches. Perfect for: Birthdays, Father's day, Weddings. Dimensions - Height 3.9 cm, Width 10 cm, Depth 5.8 cm",,
341,1010301,BEZEL,,
342,Wrestling Flip Disc,Red and Green Double Sided Wrestling Disc,,
343,RODE WS9 Deluxe Windshield for VideoMicro and VideoMic ME,Pare-vent deluxe poilu pour VideoMicro et VideoMic ME,,
344,Slatwall Pegs - 2 Pack,Display accessories to strategically place product in your store to help increase sales,,
345,Sticky Bumps Wax Cool,"Long lasting and easy to apply. The Original, the best-selling. Optimal for water temps from 58°F - 68°F. Product Details Original Blueberry Scent Non-Toxic / Biodegradable / All-Natural Temperature Rating | Cool – For water temps 58°F - 68°F / 14°C - 19°C. For Best Performance – Use Sticky Bumps basecoat under any of their temperature-specific waxes. Specs Temperature Range: Cool Weight (g): 85",,
346,G Bomb 1.5mm Long Jane,"Embrace the water with confidence in the G Bomb 1.5mm Long Jane. This sleeveless wonder, constructed from premium E5 neoprene, provides a comfortable and form-fitting silhouette. The meticulously executed e-stitching ensures long-lasting durability, allowing you to focus on your performance, not your gear. Experience the perfect blend of comfort and resilience, designed to keep you in the water longer and feeling your best.",,
347,BLOX Racing Silver Harness Bar 94-01 Integra/92-00 Civic/02-06 RSX/88-91 CRX,BLOX Racing Silver Harness Bar 94-01 Integra/92-00 Civic/02-06 RSX/88-91 CRX,,
348,"N-Zeeland, Mickey and Donald stars, deel II, 2 stuks ongebr.",,,
349,BMW M2 F87 Clubsport | Silverstone Grand Prix,"Attack the hallowed Silverstone F1 circuit and follow in famous F1 driver’s footsteps past and present. The Hype edition BMW M2 F87 Clubsport is one hell of a track car, built for the fast and flowing full Grand Prix layout! This is a real treat to drive this iconic car and F1 circuit combination. What's included in a Hype rental day: Exclusive use of your chosen premium track car for the full day. Track day operator fee (we book your space on your behalf, with fees ranging from £450 to £700 per day depending on track and operator) No usage restrictions. Delivery of your car to the race track Track side support (team and equipment incl wet and dry tyres where applicable) On track damage insurance Helmet hire, in car comms kit, personal race balaclavas. Garage (where applicable) with hospitality including drinks/snacks and seating area. Additional event fees and options: Extra drivers £345 (covering additional fees from the operator and additional use on the car) Professional ARDS instr",,
350,Trophäenbrett handgeschnitzt Rotwild Weissfluh,"Trophäenbrett Weissfluh Handgeschnitztes Trophäenschild aus Lindenholz. Gebeizt und geölt für Rotwild-Schädel Trophäen. Grossflächige Schnitzerei mit sehr aufwendiger Eichenlaub- Ast und Eichelverzierung und geschnitztem ""Schild"" für genügend Platz um zusätzliche Details zur Trophäe (z.B. Ort, Datum und Erleger) zu gravieren oder zu beschriften. Einfach an der Wand aufzuhängen durch rückseitige Lochung. Abmessung Aussen: 38,5cm x 59,5cm Abmessung Innen: 21,5cm x 51 cm",,
351,X2M Procesor HDMI 1920x1080 2 port,"Procesor LED, 1.3M px, Full HD, 2x HDMI, DVI, VGA, USB, LAN, max 3840px lățime sau 2000px înălțime,2 Port X2M",,
352,Dewitt P5 Pro 5 5-Ounce 5 X 250 Feet Commercial And Home Garden Landscape Weed Block Barrier Heavy-Duty Woven Ground Cover Fabri,"Springtime Brings A Lot Of Things. Warm Weather, Fresh Smells, And A Good Mood Feeling. Unfortunately, It Also Brings Unwanted Things Like Out-Of-Control Weeds. Instead Of Battling Weeds Once They Arrive, You Can Get Out In Front Of Your Potential Weed Problem With The 4-Pack Of Dewitt 5 X 250-Foot 5-Ounce Pro 5 Weed Barrier Fabric. This Black, Needle-Punched, Polypropylene Fabric Is Designed For Professional And Commercial Use. The Barrier Fabric Has 1,250 Square Feet Of Coverage Area And Is Striped Every 12 Inches To Aid In Plant Alignment. It'S Perfect To Use Around Other Plants And Shrubbery Because It Lets The Air, Water, And Nutrients In While Preventing Unwanted Weeds From Germinating. Thanks To Its Black Color And Striped Design, It Aids In Blocking Out Sunlight And Makes It Easier To Align Next To Plants. Be Proactive With Your Commercial Or Professional Landscape And Get Out In Front Of Your Weed Problem With The 4-Pack Of Dewitt 5 X 250-Foot 5-Ounce Pro 5 Weed Barrier Fabric",,
353,Bunn 23300.6101 Thermal Server Brew Thru Lid Glass,"**Please call us before placing an order to check the availability of products to avoid unwanted delays/cancellations. BUNN - Glass Liner 2.5L Thermal Server w/Base - Optimum flavor profile for hours without traditional warming plates. An appealing, easy-to-use self-service coffee system Convenient for keeping coffee hot and fresh for hours Easily transported to remote locations Brew through lid",,
